Term,es,nes,pval,sidak,fdr,geneset_size,leading_edge,term
Mitotic Spindle Checkpoint R-HSA-69618,-0.33995145748315897,-2.051599000199396,0.0402086494442595,0.9999999999997691,0.8384686016464702,43,"CENPM,AURKB,UBE2C,ZWINT,PPP2CB,UBE2S,SPC25,BIRC5,SPDL1,MAD2L1,CENPK,CDC23,CDC20,KIF2C,CENPF,CDCA8,CENPN,DYNLL1,NUF2,CENPA,NUDC,PLK1",Mitotic Spindle Checkpoint R-HSA-69618
Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554,0.6344114031879472,2.0214227213830593,0.04323602460033449,0.9999999999999755,0.8524654957237309,8,"RAD51B,BRCA1",Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554
Condensation Of Prometaphase Chromosomes R-HSA-2514853,-0.5937607909111349,-2.0161570232132333,0.043783558812613865,0.9999999999999836,0.8524654957237309,8,"SMC4,CDK1,NCAPD2,CCNB1,NCAPG,NCAPH",Condensation Of Prometaphase Chromosomes R-HSA-2514853
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,-0.3595027470697278,-2.0060369961322313,0.04485230095356041,0.9999999999999926,0.8524654957237309,33,"CDC23,CDC20,AURKB,PSMD8,UBE2C,CDK1,PSMB7,MAD2L1,UBE2S,PSMD3,CCNB1,PSMD14,AURKA,PLK1",APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143
RNA Polymerase II Transcription R-HSA-73857,-0.18293895807959712,-1.9982527531383611,0.045689264933006735,0.999999999999996,0.8524654957237309,153,"RBM8A,CCND1,WWTR1,AURKB,CDK6,SRSF2,UBE2C,SRSF1,CHEK1,UBE2S,PPP2CB,CCNB1,RHEB,RBPJ,SSRP1,E2F1,BIRC5,DEK,RNASEH2A,RFC4,RRM2,TGFA,POLR2D,PSMD8,FANCI,CDK1,SNRPB,IRAK1,RFC2,CDC23,FURIN,PHC2,TFDP1,VDR,LEF1,GSK3B,ALYREF,KCTD15,PSMB7,NR2C2AP,PSMD3,CCND3,TPX2,GTF2A2,CALM1,CTSL,UBE2I,PRELID1,RFC3,RPA3,HIVEP3,NUDT21,MAGOHB,CAMK4,CBX3,SMURF2,AURKA,PSMD14,HDAC1",RNA Polymerase II Transcription R-HSA-73857
EGFR Downregulation R-HSA-182971,-0.5867658894861911,-1.978400156393315,0.04788358211322419,0.9999999999999992,0.8626833173705896,8,"TGFA,SPRY1,PTPN12,SH3KBP1,SPRY2",EGFR Downregulation R-HSA-182971
Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,-0.7226561517455891,-1.971123143780396,0.04870979209763204,0.9999999999999996,0.8626833173705896,5,"CDC23,UBE2S,UBE2C",Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136
RHOU GTPase Cycle R-HSA-9013420,-0.7203039488767904,-1.9604838638673032,0.04993926218508826,0.9999999999999998,0.8626833173705896,5,"EPHA2,PKN1,PAK4,VANGL1",RHOU GTPase Cycle R-HSA-9013420
Mitotic Prometaphase R-HSA-68877,-0.2658911952493301,-1.9441138777179892,0.051881720111448315,1.0,0.8626833173705896,67,"CENPM,AURKB,ZWINT,PPP2CB,CCNB1,SPC25,BIRC5,CDCA5,SPDL1,SMC4,HSP90AA1,CDK1,MAD2L1,TUBG1,NCAPG,TUBB,CDC20,KIF2C,CENPF,CDCA8,NCAPH,CENPN,TUBB4B,DYNLL1,NUF2,NCAPD2,CENPA,NUDC,MZT1,PLK1",Mitotic Prometaphase R-HSA-68877
Separation Of Sister Chromatids R-HSA-2467813,-0.27096041261870946,-1.9404855471936437,0.052320708951953954,1.0,0.8626833173705896,65,"CENPM,AURKB,UBE2C,ZWINT,PPP2CB,UBE2S,SPC25,BIRC5,CDCA5,PLK1,SPDL1,PSMD8,ESPL1,MAD2L1,CDC23,CDC20,PSMB7,KIF2C,CENPF,CDCA8,PSMD3,CENPN,DYNLL1,NUF2,CENPA,NUDC,PSMD14",Separation Of Sister Chromatids R-HSA-2467813
p38MAPK Events R-HSA-171007,0.6984330468550949,1.909646260278465,0.05617877458253928,1.0,0.9052443449777352,6,"MAPKAPK3,HRAS",p38MAPK Events R-HSA-171007
Lagging Strand Synthesis R-HSA-69186,-0.6567871962062812,-1.890303859712963,0.05871733288774039,1.0,0.9251242003868431,6,"RFC4,RFC3,RPA3,FEN1,RFC5,RFC2",Lagging Strand Synthesis R-HSA-69186
APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178,-0.3815104062668139,-1.8803306571416225,0.06006302761353144,1.0,0.9257540560433433,26,"CDC23,CDC20,AURKB,PSMD8,UBE2C,PTTG1,PSMB7,UBE2S,PSMD3,PSMD14,PSMA7,AURKA,PSMD11,PLK1",APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178
Cell Cycle Checkpoints R-HSA-69620,-0.2224287321699616,-1.8605035540011357,0.06281431610133614,1.0,0.9376666074923247,94,"CENPM,AURKB,MCM10,UBE2C,ZWINT,CHEK1,UBE2S,PSMD14,PPP2CB,CCNB1,PSMD11,SPC25,BIRC5,RFC4,BARD1,SPDL1,PSMD8,CDK1,MAD2L1,DBF4,RFC5,RFC2,CENPK,CDC23,CDC20,PSMB7,GTSE1,KIF2C,CDCA8,PSMD3,CENPF,CENPN,DYNLL1,RFC3,NUF2,RPA3,MCM7,CENPA,NUDC,PLK1",Cell Cycle Checkpoints R-HSA-69620
Signaling To RAS R-HSA-167044,0.6056471000247696,1.8548757982409356,0.06361396474475978,1.0,0.9376666074923247,8,"MAPKAPK3,HRAS",Signaling To RAS R-HSA-167044
Cellular Response To Heat Stress R-HSA-3371556,-0.3953218510840846,-1.8427760082005196,0.06536172111049043,1.0,0.9376666074923247,23,"HSPH1,FKBP4,DNAJB1,HSBP1,POM121,HSP90AA1,MAPKAPK2,GSK3B,DNAJB6,RPS19BP1,BAG3,RPA3,DNAJC7,MRPL18,NUP188",Cellular Response To Heat Stress R-HSA-3371556
Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,-0.6030231990683415,-1.8375686298673375,0.06612599488662374,1.0,0.9376666074923247,7,"UBE2I,DEK,TGFA,KCTD15",Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260
Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,-0.3546115080206114,-1.8244091693897997,0.06809023679633674,1.0,0.9446994724189514,29,"CDC23,CDC20,PSMD8,UBE2C,CDK1,PSMB7,MAD2L1,UBE2S,PSMD3,CCNB1,PSMD14,PLK1",Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,-0.5100112237185351,-1.8155859333589732,0.06943391301483404,1.0,0.9446994724189514,11,"CDC23,CDK6,UBE2C,UBE2S,CDKN2D",Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582
APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,-0.5016647747830346,-1.767844782446432,0.07708685599389486,1.0,0.9446994724189514,11,"CDC23,CDC20,UBE2C,MAD2L1,UBE2S",APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409
Peptide Hormone Metabolism R-HSA-2980736,-0.6776067665279275,-1.7662338200231684,0.07735662929711284,1.0,0.9446994724189514,5,"GNB1,KIF5B,STX1A,SPCS3",Peptide Hormone Metabolism R-HSA-2980736
Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,-0.5852574729622481,-1.7464839311978797,0.08072689687628909,1.0,0.9446994724189514,7,"DCTPP1,RRM2,GLRX,TYMS,DTYMK",Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943
Regulation Of MECP2 Expression And Activity R-HSA-9022692,-0.6257580201257211,-1.7401228226531025,0.08183745356938021,1.0,0.9446994724189514,6,"CAMK4,CALM1,AURKB,HDAC1",Regulation Of MECP2 Expression And Activity R-HSA-9022692
Diseases Of Glycosylation R-HSA-3781865,0.5471235110380857,1.7374894696948466,0.08230081113096688,1.0,0.9446994724189514,10,"SDC2,CSPG4",Diseases Of Glycosylation R-HSA-3781865
RHO GTPases Activate Formins R-HSA-5663220,-0.29678587077060475,-1.7373804865751405,0.08232003324717363,1.0,0.9446994724189514,43,"CENPM,AURKB,ZWINT,PPP2CB,SPC25,BIRC5,SPDL1,MAD2L1,CENPK,CDC20,PFN1,RHOC,KIF2C,CENPF,CDCA8,CENPN,DYNLL1,NUF2,CENPA,NUDC,PLK1",RHO GTPases Activate Formins R-HSA-5663220
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,-0.30766509639115047,-1.7310817486035384,0.08343718511664155,1.0,0.9446994724189514,38,"CENPM,AURKB,ZWINT,PPP2CB,SPC25,BIRC5,SPDL1,MAD2L1,CENPK,CDC20,KIF2C,CENPF,CDCA8,CENPN,DYNLL1,NUF2,CENPA,NUDC,PLK1",Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,-0.30766509639115036,-1.731081748603537,0.08343718511664178,1.0,0.9446994724189514,38,"CENPM,AURKB,ZWINT,PPP2CB,SPC25,BIRC5,SPDL1,MAD2L1,CENPK,CDC20,KIF2C,CENPF,CDCA8,CENPN,DYNLL1,NUF2,CENPA,NUDC,PLK1",EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025
PINK1-PRKN Mediated Mitophagy R-HSA-5205685,0.6240862150478795,1.7309464544496167,0.08346131509698473,1.0,0.9446994724189514,7,"TOMM40,VDAC1,MAP1LC3B",PINK1-PRKN Mediated Mitophagy R-HSA-5205685
Asparagine N-linked Glycosylation R-HSA-446203,0.4149404493164658,1.7106893272810393,0.08713847894971782,1.0,0.9446994724189514,30,"B4GALT3,LMAN1,KDELR2,MGAT4B,ST3GAL6,RPN2,RFT1",Asparagine N-linked Glycosylation R-HSA-446203
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,-0.2877531215003723,-1.7072711010128945,0.08777167491541626,1.0,0.9446994724189514,45,"CENPM,AURKB,ZWINT,PPP2CB,CCNB1,SPC25,BIRC5,CDCA5,SPDL1,CDK1,MAD2L1,CDC20,KIF2C,CENPF,CDCA8,CENPN,DYNLL1,NUF2,CENPA,NUDC,PLK1",Resolution Of Sister Chromatid Cohesion R-HSA-2500257
Potential Therapeutics For SARS R-HSA-9679191,-0.4107682312148353,-1.7041883957595916,0.08834589642991819,1.0,0.9446994724189514,18,"FURIN,TUBB,FKBP1A,FKBP4,IFNGR2,KEAP1,ATP1B3,HSP90AA1,SH3KBP1,AP2S1,HDAC1",Potential Therapeutics For SARS R-HSA-9679191
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,-0.22152785763970517,-1.6975781245927637,0.08958741444701435,1.0,0.9446994724189514,76,"PKN1,TRIB1,SPRY1,PTPN12,SHB,EGR3,HNRNPM,CHEK1,PPP2CB,RNASEH2A,TGFA,POLR2D,SH2B3,HSP90AA1,SH3KBP1,SPRED2,FURIN,ITGA3,FGFRL1,SHC1,BCAR1,SPRY2,CALM1,DUSP4,FOSL1,ITPR3,DUSP6,AP2S1,HDAC1,ITGB3",Signaling By Receptor Tyrosine Kinases R-HSA-9006934
Neddylation R-HSA-8951664,-0.30555854169188884,-1.6973038854706086,0.08963922304422778,1.0,0.9446994724189514,37,"LRR1,CCNF,KEAP1,ASB1,COPS3,CUL4A,PSMD8,UCHL3,PSMB7,COPS5,PSMD3,PSMD14,PSMA7,PSMD11,HIF1A,NAE1,BIRC5",Neddylation R-HSA-8951664
Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,-0.3834304884243787,-1.6918477637486402,0.09067500389369987,1.0,0.9446994724189514,21,"HSPH1,FKBP4,DNAJB1,HSBP1,POM121,GSK3B,MAPKAPK2,RPA3,DNAJB6,RPS19BP1,BAG3,DNAJC7,MRPL18,NUP188",Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453
Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,-0.32464257212825187,-1.6873162584369583,0.09154255637727782,1.0,0.9446994724189514,31,"CDC23,CDC20,PSMD8,UBE2C,CDK1,PSMB7,PTTG1,MAD2L1,UBE2S,PSMD3,CCNB1,PSMA7,PSMD14,PSMD11,PLK1",Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814
