term.id,query.number,significant,p.value,term.size,query.size,overlap.size,recall,precision,term.id,domain,subgraph.number,term.name,relative.depth,intersection
GO:0044248,1,True,2.89e-09,2162,526,114,0.217,0.053,GO:0044248,BP,16,    cellular catabolic process,2,"AP2B1,VPS41,GALC,VMP1,RPL18,TP53INP2,MOXD1,RPS5,P2RX7,CST3,MAP1LC3A,RENBP,HAGHL,BMF,RPS16,TGFB1,RPS19,FBXL15,RPL28,RPL19,ASPA,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,CHMP3,RPL22,CTSD,RPS25,RPL5,TWIST1,RPS10,RPL23,CAPNS1,VPS13C,NEDD8,RPL36,CHMP2A,RPL27,LPIN1,RPS15A,HTR2B,RPL35,RPLP1,CYP1B1,TP53,RPS11,RPL13A,RPL11,RPS8,CTSK,PKLR,RPS27A,THNSL2,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,UCHL1,RPL30,EEF1A1,RPL26,RPL29,DAPL1,PGAM2,CRYL1,TPP1,RPL27A,RPL13,RPSA,RNF187,GABARAP,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RNF213,RPL4,RPL15,RPLP2,RPS27,BGN,ANXA2,ZNRF1,RPS23,LAMTOR4,RPL14,FHIT,TECPR2,TOMM7,PSAP,RPL37A,MAP1LC3C,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBD,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0046700,1,True,3.9200000000000006e-21,587,526,68,0.129,0.116,GO:0046700,BP,16,     heterocycle catabolic process,3,"RPL18,RPS5,P2RX7,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,PKLR,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,PGAM2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0044270,1,True,4.77e-21,589,526,68,0.129,0.115,GO:0044270,BP,16,     cellular nitrogen compound catabolic process,3,"RPL18,RPS5,P2RX7,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,PKLR,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,PGAM2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0019439,1,True,2.9300000000000004e-21,601,526,69,0.131,0.115,GO:0019439,BP,16,     aromatic compound catabolic process,3,"RPL18,MOXD1,RPS5,P2RX7,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,PKLR,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,PGAM2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:1901575,1,True,3.96e-08,2029,526,106,0.202,0.052,GO:1901575,BP,16,    organic substance catabolic process,2,"AP2B1,MAN2B2,GALC,RPL18,TP53INP2,MOXD1,RPS5,P2RX7,CST3,RENBP,HAGHL,RPS16,TGFB1,RPS19,FBXL15,RPL28,RPL19,ASPA,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,CTSD,RPS25,RPL5,TWIST1,RPS10,SOX9,RPL23,NEDD8,RPL36,RPL27,LPIN1,RPS15A,RPL35,RPLP1,CYP1B1,RPS11,RPL13A,RPL11,HSPG2,RPS8,CTSK,PKLR,RPS27A,THNSL2,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,UCHL1,RPL30,EEF1A1,RPL26,RPL29,PGAM2,CRYL1,TPP1,RPL27A,RPL13,RPSA,RNF187,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RNF213,RPL4,RPL15,RPLP2,RPS27,BGN,ANXA2,GPC6,NDUFA13,ZNRF1,RPS23,PLCD1,RPL14,FHIT,CLPSL2,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,CLPSL1,LRCOL1,RPS29,UBD,UBA52,RPL41,RPS18,RPS28,TNFSF12,RPL36A"
GO:0009057,1,True,2.79e-12,1330,526,89,0.169,0.067,GO:0009057,BP,16,     macromolecule catabolic process,3,"AP2B1,RPL18,TP53INP2,RPS5,P2RX7,CST3,RPS16,TGFB1,RPS19,FBXL15,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,CTSD,RPS25,RPL5,RPS10,SOX9,RPL23,NEDD8,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,HSPG2,RPS8,CTSK,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,UCHL1,RPL30,EEF1A1,RPL26,RPL29,TPP1,RPL27A,RPL13,RPSA,RNF187,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RNF213,RPL4,RPL15,RPLP2,RPS27,BGN,ANXA2,GPC6,NDUFA13,ZNRF1,RPS23,RPL14,FHIT,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBD,UBA52,RPL41,RPS18,RPS28,TNFSF12,RPL36A"
GO:0044265,1,True,1.28e-11,1105,526,78,0.148,0.071,GO:0044265,BP,16,      cellular macromolecule catabolic process,4,"AP2B1,RPL18,TP53INP2,RPS5,CST3,RPS16,RPS19,FBXL15,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,NEDD8,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,CTSK,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,UCHL1,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RNF187,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RNF213,RPL4,RPL15,RPLP2,RPS27,ANXA2,ZNRF1,RPS23,RPL14,FHIT,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBD,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:1901361,1,True,5.01e-20,631,526,69,0.131,0.109,GO:1901361,BP,16,     organic cyclic compound catabolic process,3,"RPL18,MOXD1,RPS5,P2RX7,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,PKLR,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,PGAM2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0034655,1,True,3.59e-23,542,526,68,0.129,0.125,GO:0034655,BP,16,      nucleobase-containing compound catabolic process,4,"RPL18,RPS5,P2RX7,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,PKLR,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,PGAM2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0006401,1,True,6.62e-33,342,526,65,0.124,0.19,GO:0006401,BP,16,       RNA catabolic process,5,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,OAS2,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,SIDT2,FAU,RBM46,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RNASEH2C,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0010605,1,True,7.29e-06,2779,526,125,0.238,0.045,GO:0010605,BP,16,   negative regulation of macromolecule metabolic process,1,"RPL18,MEF2C,RPS5,P2RX7,IGBP1,CAPN3,AVP,CST3,RENBP,GATA1,URI1,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,CRYAB,RPS13,ING4,PHACTR1,RPS12,KAT2B,RPL24,RPS15,STAT1,RPL22,KDM5B,ID3,RPS25,RPL5,TWIST1,PFDN5,MXD4,RPS10,SOX4,RUNX2,SOX9,RPL23,C3,CITED1,PRDX5,MAP2K2,ATF4,RPL36,RPL27,NOTCH2,RPS15A,RPL35,TFAP2A,RPLP1,WARS,TP53,RPS11,RPL13A,RPL11,RPS8,RFX5,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,EIF4EBP2,RPS3,FAU,BEND6,RBM46,CDYL,BANK1,UCHL1,RPL30,CTBP1,RPL26,RPL29,ITIH3,PBXIP1,RPL27A,RPL13,RPSA,ATOH8,ZEB2,RPS9,CXXC5,RPS21,RPS7,RPL38,TNFRSF10C,RPL4,RPL15,A2M,RPLP2,JUN,RPS27,MAF,CIITA,HIST1H2AC,ZBTB20,BGN,ANXA2,SIGIRR,MUC1,NDUFA13,RPS23,FOXD3,SERPINA5,RPL14,FHIT,RPL37A,RPL12,RPS4X,RPL23A,ZNF536,RPL10A,RPL39,RPS29,UBA52,CERS1,RPL41,RPS18,RPS28,RPL36A,H2AFJ,TXNIP"
GO:0010629,1,True,3.33e-09,1922,526,105,0.2,0.055,GO:0010629,BP,16,    negative regulation of gene expression,2,"RPL18,MEF2C,RPS5,IGBP1,CAPN3,GATA1,URI1,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,CRYAB,RPS13,ING4,RPS12,RPL24,RPS15,STAT1,RPL22,KDM5B,ID3,RPS25,RPL5,TWIST1,PFDN5,MXD4,RPS10,RUNX2,SOX9,RPL23,CITED1,PRDX5,MAP2K2,ATF4,RPL36,RPL27,NOTCH2,RPS15A,RPL35,TFAP2A,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RFX5,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,EIF4EBP2,RPS3,FAU,RBM46,BANK1,RPL30,CTBP1,RPL26,RPL29,PBXIP1,RPL27A,RPL13,RPSA,ATOH8,ZEB2,RPS9,CXXC5,RPS21,RPS7,RPL38,RPL4,RPL15,A2M,RPLP2,JUN,RPS27,MAF,CIITA,HIST1H2AC,ZBTB20,MUC1,NDUFA13,RPS23,FOXD3,RPL14,RPL37A,RPL12,RPS4X,RPL23A,ZNF536,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,H2AFJ,TXNIP"
GO:0016071,1,True,1.65e-13,788,526,67,0.127,0.085,GO:0016071,BP,16,   mRNA metabolic process,1,"RPL18,RPS5,PABPN1,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,ATF4,RPL36,RPL27,RPS15A,RPL35,RPLP1,NOVA1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,FAU,RBM46,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A,GTF2H5"
GO:0006402,1,True,9.03e-33,308,526,62,0.118,0.201,GO:0006402,BP,16,    mRNA catabolic process,2,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,FAU,RBM46,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0000956,1,True,9.47e-43,207,526,61,0.116,0.295,GO:0000956,BP,16,     nuclear-transcribed mRNA catabolic process,3,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0000184,1,True,1.4300000000000001e-59,122,526,61,0.116,0.5,GO:0000184,BP,16,"      nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",4,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,PNRC1,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0051234,1,True,0.000752,5083,526,189,0.359,0.037,GO:0051234,BP,13,   establishment of localization,1,"COPZ2,ABCB4,AP2B1,VPS41,TRAPPC6A,ATP1A2,ANO2,PHPT1,VMP1,RPL18,MYLK,SYT1,MEF2C,TRPM3,RPS5,FTL,P2RX7,CAPN3,SYNGR1,PABPN1,AVP,CST3,LMF1,BMF,SCG3,NCALD,RPS16,CLIP3,TGFB1,RPS19,CD33,SCN1B,RPL28,RPL19,VAT1,RPL34,CRYAB,RPS13,SLC6A12,OAS2,COX6A1,RPS12,RPL24,MPV17,RPS15,CHMP3,CD207,RPL22,KDM5B,CTSD,RPS25,SLC17A5,A1BG,RPL5,TWIST1,PLAU,RPS10,SOX4,RPL23,C3,RTN2,CITED1,ERGIC3,COX6B1,MAP2K2,COX7C,ATF4,ATP6V1F,VPS13C,RPL36,CHMP2A,SLC35D2,COX4I1,RPL27,SYT11,TPT1,SLC2A11,TRPM1,RPS15A,TCN1,ADAMTS8,BLOC1S1,HTR2B,RTP4,RPL35,NOV,FXYD6,RPLP1,RBP4,STON2,ITGAX,TP53,RPS11,RPL13A,RPL11,HSPG2,RPS8,SELENBP1,LYST,RPS27A,TRPM8,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,GRID2,CLEC4F,BANK1,SLC5A10,UCHL1,RPL30,EEF1A1,PKD1L1,GIP,RPL26,RPL29,ITIH3,RFTN2,GABRG1,RHOBTB3,BRI3,COX6C,RPL27A,TMPRSS5,RPL13,TUBA1A,TRAPPC9,RAB26,FTH1,RPSA,SCARA5,SLC16A4,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,MCC,RPS21,RPS7,RPL38,SLCO4C1,RPL4,RPL15,CNIH2,A2M,ORAI3,COX8A,RPLP2,RPS27,SLC25A42,ANXA2,SMDT1,NDUFA13,RPS23,SLC24A5,SERPINA5,RPL14,SLC35F1,TOMM7,GSTK1,TTC30A,PSAP,RPL37A,RPL12,RPS4X,RPL23A,MT-CO2,RPL10A,RYR3,RPL39,CFI,RPS29,HBE1,FIS1,UBA52,RPL41,RPS18,RPS28,HLA-B,RPL36A,STON1,PRAF2,TICAM2,TXNIP"
