term.id,query.number,significant,p.value,term.size,query.size,overlap.size,recall,precision,term.id,domain,subgraph.number,term.name,relative.depth,intersection
GO:0000278,1,True,3.57e-13,946,1162,123,0.106,0.13,GO:0000278,BP,185,     mitotic cell cycle,3,"POLDIP2,DBF4,TACC3,BID,NCAPH2,TRIP13,SEH1L,AURKA,DYNLL1,BIRC5,ORC6,CLSPN,CDC6,RANBP1,GINS1,MYBL2,E2F1,RBBP8,NAA10,EMD,STK24,CCNE1,CDK6,BCCIP,UBE2S,RAD51C,KPNB1,YWHAE,CCND1,FOXM1,GMNN,H2AFY,SMC4,CENPA,POLE4,ALMS1,CDC20,DCLRE1B,DUSP1,NAA50,ZWINT,CDK2,CKS2,CDKN1A,EREG,BMP4,MCM8,MAX,XRCC3,PKMYT1,ARPP19,CDKN2D,SGOL1,PAK4,GINS2,TUBG1,PSME3,THAP1,RAN,VPS4A,CDK4,RNASEH2B,SPRY2,KLF4,DSCC1,PHLDA1,NABP2,RB1,CUL4A,PLK4,DTL,JTB,ARF1,CALM2,RQCD1,CCNA2,SKP2,BOD1,CDCA5,POLE3,MKI67,HMGA2,EIF4E,BTG3,USP16,SRSF2,TOPBP1,SPRY1,PTTG1,REEP3,SKA3,PLK1,CDK2AP2,MIS12,CTNNB1,RFWD3,MAP2K1,YWHAG,BCL2L1,RRM2,CFL1,CKS1B,PLK3,HRAS,UBE2C,AURKAIP1,TYMS,POLE,AURKB,RRS1,GADD45GIP1,PTPN11,RCC1,LSM10,KIF18B,SAPCD2,DCUN1D3,FLNA,TFDP1,CNOT7,CENPW,MZT1,E2F4"
GO:1903047,1,True,9.6e-14,776,1162,109,0.094,0.14,GO:1903047,BP,185,      mitotic cell cycle process,4,"DBF4,TACC3,BID,NCAPH2,TRIP13,SEH1L,AURKA,DYNLL1,BIRC5,ORC6,CLSPN,CDC6,RANBP1,GINS1,MYBL2,E2F1,RBBP8,NAA10,EMD,CCNE1,CDK6,BCCIP,UBE2S,RAD51C,KPNB1,YWHAE,CCND1,FOXM1,GMNN,H2AFY,SMC4,CENPA,POLE4,ALMS1,CDC20,DCLRE1B,DUSP1,NAA50,ZWINT,CDK2,CKS2,CDKN1A,EREG,BMP4,MCM8,MAX,XRCC3,PKMYT1,ARPP19,CDKN2D,SGOL1,GINS2,TUBG1,PSME3,RAN,VPS4A,CDK4,RNASEH2B,SPRY2,KLF4,DSCC1,PHLDA1,NABP2,RB1,CUL4A,PLK4,DTL,JTB,ARF1,CALM2,RQCD1,CCNA2,SKP2,BOD1,CDCA5,POLE3,MKI67,HMGA2,EIF4E,TOPBP1,SPRY1,PTTG1,REEP3,PLK1,CDK2AP2,MIS12,RFWD3,YWHAG,BCL2L1,RRM2,CFL1,PLK3,HRAS,UBE2C,AURKAIP1,TYMS,POLE,AURKB,RRS1,RCC1,LSM10,KIF18B,SAPCD2,DCUN1D3,FLNA,TFDP1,CNOT7,MZT1,E2F4"
GO:0044772,1,True,1.26e-06,511,1162,68,0.059,0.133,GO:0044772,BP,185,       mitotic cell cycle phase transition,5,"DBF4,TACC3,BID,TRIP13,AURKA,DYNLL1,ORC6,CLSPN,CDC6,RANBP1,E2F1,RBBP8,CCNE1,CDK6,UBE2S,RAD51C,YWHAE,CCND1,FOXM1,GMNN,POLE4,ALMS1,DUSP1,CDK2,CKS2,CDKN1A,MCM8,MAX,XRCC3,PKMYT1,ARPP19,CDKN2D,TUBG1,PSME3,VPS4A,CDK4,RNASEH2B,KLF4,PHLDA1,RB1,CUL4A,PLK4,DTL,CALM2,RQCD1,CCNA2,SKP2,CDCA5,POLE3,HMGA2,EIF4E,TOPBP1,PLK1,CDK2AP2,RFWD3,YWHAG,RRM2,PLK3,UBE2C,TYMS,POLE,AURKB,RCC1,LSM10,DCUN1D3,TFDP1,CNOT7,E2F4"
GO:0000082,1,True,0.000481,264,1162,39,0.034,0.148,GO:0000082,BP,185,        G1/S transition of mitotic cell cycle,6,"DBF4,BID,AURKA,ORC6,CDC6,RANBP1,E2F1,RBBP8,CCNE1,CDK6,CCND1,GMNN,POLE4,CDK2,CDKN1A,MCM8,MAX,CDKN2D,PSME3,CDK4,KLF4,RB1,CUL4A,RQCD1,SKP2,POLE3,EIF4E,CDK2AP2,RFWD3,RRM2,PLK3,TYMS,POLE,RCC1,LSM10,DCUN1D3,TFDP1,CNOT7,E2F4"
GO:0051726,1,True,3.25e-06,1151,1162,120,0.103,0.104,GO:0051726,BP,185,     regulation of cell cycle,3,"POLDIP2,CRY1,WIZ,TACC3,BID,TRIP13,PTGS2,ACTB,MOK,AURKA,DYNLL1,BIRC5,FLT3LG,CLSPN,CDC6,RANBP1,MYBL2,E2F1,RBBP8,NAA10,STK24,CCNE1,CDC37,CDK6,BCCIP,RAD51C,YWHAE,CCND1,PRPF19,EIF4G2,FOXM1,CCNC,GMNN,CCND3,H2AFY,PPM1G,HTRA2,ALMS1,DHCR24,CDC20,DCLRE1B,DUSP1,CBX3,ZWINT,NR4A1,CDK2,CKS2,CDKN1A,EREG,BMP4,MAX,XRCC3,PKMYT1,LIF,CDKN2D,PAK4,TUBG1,PSME3,THAP1,MYBBP1A,VPS4A,CDK4,RNASEH2B,KLF4,CGREF1,NABP2,RB1,CUL4A,PLK4,DTL,CALM2,RQCD1,CCNA2,SKP2,CDCA5,MKI67,HMGA2,EIF4E,BTG3,USP16,CTBP1,CCNYL1,TOPBP1,PTTG1,SDCCAG3,CENPV,PLK1,CDK2AP2,CTNNB1,RFWD3,FEN1,MAP2K1,YWHAG,PA2G4,BCL2L1,RHNO1,RRM2,CKS1B,PLK3,HRAS,UBE2C,DDIT3,FOSL1,AURKAIP1,AURKB,RAD23A,GADD45GIP1,PTPN11,RCC1,LSM10,NF2,BCR,DCUN1D3,H2AFX,TFDP1,CNOT7,E2F4,RBM14,MIF,MYO19"
GO:0010564,1,True,0.00979,706,1162,73,0.063,0.103,GO:0010564,BP,185,      regulation of cell cycle process,4,"WIZ,TACC3,BID,TRIP13,AURKA,DYNLL1,CLSPN,CDC6,RANBP1,E2F1,RBBP8,NAA10,CDK6,RAD51C,YWHAE,CCND1,FOXM1,H2AFY,ALMS1,CDC20,DUSP1,CBX3,CDK2,CDKN1A,EREG,BMP4,MAX,XRCC3,PKMYT1,LIF,CDKN2D,TUBG1,PSME3,MYBBP1A,VPS4A,CDK4,RNASEH2B,KLF4,RB1,CUL4A,PLK4,DTL,CALM2,RQCD1,CDCA5,MKI67,HMGA2,TOPBP1,PTTG1,SDCCAG3,CENPV,PLK1,CDK2AP2,CTNNB1,RFWD3,FEN1,YWHAG,BCL2L1,RHNO1,RRM2,PLK3,UBE2C,AURKAIP1,AURKB,RCC1,LSM10,DCUN1D3,TFDP1,CNOT7,E2F4,RBM14,MIF,MYO19"
GO:0007346,1,True,0.00023,628,1162,72,0.062,0.115,GO:0007346,BP,185,      regulation of mitotic cell cycle,4,"POLDIP2,TACC3,BID,TRIP13,AURKA,DYNLL1,BIRC5,CLSPN,CDC6,RANBP1,E2F1,NAA10,STK24,CDK6,RAD51C,YWHAE,CCND1,H2AFY,ALMS1,DCLRE1B,DUSP1,ZWINT,CDK2,CKS2,CDKN1A,EREG,BMP4,XRCC3,PKMYT1,CDKN2D,PAK4,TUBG1,PSME3,THAP1,VPS4A,CDK4,RNASEH2B,KLF4,NABP2,RB1,CUL4A,PLK4,DTL,RQCD1,CDCA5,MKI67,HMGA2,EIF4E,BTG3,TOPBP1,PTTG1,PLK1,CDK2AP2,CTNNB1,RFWD3,MAP2K1,YWHAG,BCL2L1,CKS1B,PLK3,HRAS,UBE2C,AURKAIP1,AURKB,GADD45GIP1,PTPN11,RCC1,LSM10,DCUN1D3,TFDP1,CNOT7,E2F4"
GO:0045786,1,True,7.25e-05,575,1162,69,0.059,0.12,GO:0045786,BP,185,     negative regulation of cell cycle,3,"CRY1,TRIP13,PTGS2,AURKA,CLSPN,CDC6,E2F1,RBBP8,NAA10,CDK6,CCND1,PRPF19,EIF4G2,FOXM1,GMNN,H2AFY,PPM1G,HTRA2,DHCR24,DCLRE1B,DUSP1,CBX3,ZWINT,NR4A1,CDK2,CDKN1A,BMP4,MAX,XRCC3,LIF,CDKN2D,MYBBP1A,VPS4A,CDK4,RNASEH2B,KLF4,CGREF1,NABP2,RB1,CUL4A,DTL,RQCD1,HMGA2,BTG3,TOPBP1,PTTG1,PLK1,CDK2AP2,CTNNB1,RFWD3,MAP2K1,PA2G4,BCL2L1,RHNO1,RRM2,PLK3,HRAS,DDIT3,AURKAIP1,AURKB,GADD45GIP1,PTPN11,DCUN1D3,H2AFX,TFDP1,CNOT7,E2F4,RBM14,MIF"
GO:0010948,1,True,0.0162,303,1162,39,0.034,0.129,GO:0010948,BP,185,      negative regulation of cell cycle process,4,"TRIP13,AURKA,CLSPN,E2F1,RBBP8,NAA10,CCND1,H2AFY,DUSP1,CBX3,CDK2,CDKN1A,BMP4,MAX,XRCC3,LIF,CDKN2D,VPS4A,CDK4,KLF4,RB1,DTL,RQCD1,HMGA2,TOPBP1,PTTG1,PLK1,CDK2AP2,RFWD3,RRM2,PLK3,AURKAIP1,AURKB,DCUN1D3,TFDP1,CNOT7,E2F4,RBM14,MIF"
GO:0045930,1,True,0.0167,270,1162,36,0.031,0.133,GO:0045930,BP,185,      negative regulation of mitotic cell cycle,4,"TRIP13,AURKA,CLSPN,E2F1,NAA10,CCND1,DCLRE1B,DUSP1,ZWINT,CDK2,CDKN1A,BMP4,XRCC3,VPS4A,KLF4,NABP2,RB1,RQCD1,HMGA2,BTG3,TOPBP1,PTTG1,PLK1,CDK2AP2,CTNNB1,RFWD3,BCL2L1,PLK3,HRAS,AURKAIP1,AURKB,GADD45GIP1,DCUN1D3,TFDP1,CNOT7,E2F4"
GO:0007059,1,True,0.000281,311,1162,44,0.038,0.141,GO:0007059,BP,185,    chromosome segregation,2,"TACC3,NCAPH2,NDC1,RAD18,TRIP13,SEH1L,BIRC5,CDC6,NAA10,OIP5,CCNE1,RAD51C,KPNB1,H2AFY,SMC4,CDC20,DUSP1,NAA50,ZWINT,XRCC3,SGOL1,RAN,VPS4A,DSCC1,RB1,BOD1,CDCA5,NTMT1,MKI67,MIS18A,PTTG1,SKA3,CENPN,FAM96A,PLK1,MIS12,CTNNB1,FEN1,UBE2C,AURKB,RRS1,RCC1,KIF18B,CENPW"
GO:0000075,1,True,0.000145,213,1162,35,0.03,0.164,GO:0000075,BP,185,    cell cycle checkpoint,2,"CRY1,TRIP13,AURKA,CLSPN,CDC6,E2F1,CCND1,PRPF19,DCLRE1B,DUSP1,ZWINT,CDK2,CDKN1A,XRCC3,VPS4A,RNASEH2B,NABP2,RB1,CUL4A,DTL,RQCD1,HMGA2,TOPBP1,PLK1,RFWD3,BCL2L1,RHNO1,PLK3,HRAS,AURKB,PTPN11,H2AFX,TFDP1,CNOT7,E2F4"
GO:0007093,1,True,0.0135,163,1162,26,0.022,0.16,GO:0007093,BP,185,     mitotic cell cycle checkpoint,3,"TRIP13,AURKA,CLSPN,E2F1,CCND1,DCLRE1B,DUSP1,ZWINT,CDK2,CDKN1A,XRCC3,VPS4A,NABP2,RB1,RQCD1,HMGA2,TOPBP1,PLK1,RFWD3,BCL2L1,PLK3,HRAS,AURKB,TFDP1,CNOT7,E2F4"
GO:0071840,1,True,7.51e-22,6297,1162,540,0.465,0.086,GO:0071840,BP,185,   cellular component organization or biogenesis,1,"POLDIP2,FKBP4,HCCS,UPF1,CIAPIN1,TNFRSF12A,GGCT,IFRD1,ADIPOR2,RPUSD1,TSR3,STARD3NL,WIZ,EXTL3,TACC3,CCDC88C,BID,ATP2C1,STRAP,NCAPH2,TOMM34,IBSP,TMSB10,RPL26L1,NOP16,BCAR1,MRTO4,TRAPPC3,DCBLD2,PKP2,SEC61A1,NDC1,MRPS24,SLC12A2,CNN2,AP3D1,ELAVL1,MTFR1,RRP15,NAV3,CBFB,GAL,JMJD6,WDR1,TRIP13,TFRC,HSD17B10,SCARB1,MRPS34,BCS1L,TIMM21,ACTB,EXOSC5,UBE2K,GNB1,SAR1A,ATP8B1,ITGAE,ZMPSTE24,RAB10,SEH1L,CTTN,RAD54L,TMED2,MTMR2,AURKA,KIF9,FKBP1A,DYNLL1,PXN,FXYD5,BIRC5,FLT3LG,PPP2R3C,CDC6,EPB41L4B,SORBS1,PSMD8,SETD1A,TIMM13,RANBP1,PPM1F,NHP2L1,CENPM,TOMM22,MIEF1,PLEK2,TIMM9,EIF5,ACIN1,GINS1,SGK2,MYBL2,MRGBP,FERMT1,NOP56,E2F1,LIPG,NAA10,EMD,UBL4A,STK24,DHODH,ACD,STUB1,EIF3J,OIP5,ERI1,PPP6R1,POP4,CCNE1,PDCD5,TIMM50,FBL,PRKD2,MRPL4,CDC37,LSR,DNAJC2,GRB10,CHCHD2,CHCHD3,POLD2,YKT6,EXOSC3,NPM3,BCCIP,DKK1,UBE2S,RAD51C,KPNB1,PFN1,C1QBP,PPP1R9B,MRPL27,YWHAE,TMEM33,UBE2D3,GRPEL1,PPP6R3,PRPF19,PANX1,EIF4G2,NDUFS8,PSMD9,CORO1C,KRT18,VDR,TBC1D30,MRPL51,SRSF9,MTRF1L,MRPL18,GMNN,SEMA5A,SUB1,PPP2CA,H2AFY,SMC4,FAM162A,CENPA,NDUFS7,PCGF1,HTRA2,POLE4,SDC1,FARSB,ALMS1,DHCR24,MRPL37,MFN2,SMG7,MRPS15,EBNA1BP2,CDC20,DR1,DCLRE1B,ITGB1BP1,RAD23B,SET,PHF19,MAPKAP1,SLIRP,HELLS,DUSP1,CENPL,TCP1,ENY2,ETF1,SERP1,PAPD5,IAPP,NAA50,GTF3A,CBX3,ZWINT,ATF1,CDK2,C12ORF44,TUBA1B,NDUFAF4,AGO2,CKS2,SRSF6,RRP36,SNRPC,AARS2,RPS10,CDKN1A,EREG,BMP4,GTF3C4,CLPP,PANK2,SNRPB,MKKS,NCLN,MAX,XRCC3,F2RL3,PKMYT1,EMC6,LIF,FLNC,MRPS12,CDKN2D,SGOL1,LDLR,ELOF1,TOMM40,NSUN5,PAK4,TAF4,ADRM1,DNMT1,DKC1,GINS2,TUBG1,RPL27,PSMC3IP,UBE2D2,GCH1,DNAJB1,PPARG,MRPL35,RAN,CLUH,H3F3B,EIF5A,VPS4A,MTSS1L,POMP,WDR74,MICAL2,COX16,TIMM17A,TIMM10,MAP3K7,CDK4,MAP7,SMPD2,REPS1,MPHOSPH6,SPRY2,RAC1,CCM2,SRSF1,TRA2B,IMP4,KLF4,FAM129B,MRPL50,RPL35,ARPC5L,DSCC1,HMGA1,ATAT1,MTCH1,PREB,COX17,BBS7,SEPT11,SNRPF,TDG,GLTP,NABP2,RB1,RHOF,DENR,CUL4A,GTF2A2,POLG,CRTC3,KATNB1,DEF8,COPS3,WRAP53,ARHGDIA,WDR45B,CBLN2,TXNL4A,SLC39A3,EPHA2,ZNF593,PLK4,PFDN2,MRPL24,ISG20L2,MRPL9,SMYD2,JTB,ARF1,SNRPG,MALL,POLR2D,ATG3,LYAR,CISD2,CCNA2,NDUFS6,NKD2,C1QTNF2,NHP2,BOD1,ABT1,CDCA5,HMBOX1,DOCK5,MTDH,MAL2,NDUFB9,SIGMAR1,POLE3,SURF4,REXO4,NTMT1,MKI67,PDCD11,IMMP1L,TMEM138,CPSF7,MRPL49,HMGA2,MPP7,TIMM8B,CENPU,BAG3,HOMER1,SRP19,ACMSD,ASAP1,INO80C,ING1,KCNMA1,USP16,TIAM1,LDLRAP1,MRPL17,NBL1,CDC42SE2,MIS18A,ATP5G1,HK2,CHCHD6,CTBP1,ZYX,DFFA,VMA21,TRAPPC10,VAV2,MPZL3,CHTOP,SHC1,UBQLN4,DMKN,SENP3,TBC1D24,PEF1,MRPL55,PAQR3,ARPC2,CHCHD4,EIF5A2,MEAF6,H2AFZ,SPRY1,NDUFAF2,PTTG1,YWHAZ,FXN,NOL6,STOML2,REEP3,SKA3,ARF6,DDX21,NSMF,CENPN,CCDC68,CENPV,PLK1,SNRPD1,ATP5L,TPM4,AXL,CHAF1A,TSR1,CDK2AP2,MIS12,SDHAF2,CTNNB1,FADD,MLKL,HR,FEN1,ING2,LETM1,MAP2K1,TBC1D10B,PRELID1,GPRIN1,ARL13B,INO80E,YWHAG,PA2G4,LSM3,HAS2,MRPL36,LRRC8C,BCL2L1,PPIH,CYCS,COPRS,BANP,MRPL52,CFL1,RPL38,TRMT112,MRP63,ESRRA,PLK3,ATP2A2,MRPL11,BRMS1,HRAS,NDUFA11,UBE2C,DDIT3,CLTB,FOSL1,AURKAIP1,TOMM5,GRIN1,TIMM22,UBE2N,IMP3,TMEM11,EXOSC4,AURKB,RRS1,GADD45GIP1,PTPN11,DCTPP1,RCC1,MCFD2,PCGF5,MAP6D1,MRPL14,COA4,MRPS11,SNRPE,NOP10,RUVBL2,PSMG1,SETD3,CBX6,IRAK1,UBE2L3,NDUFA13,KIF18B,SAPCD2,INSIG1,NF2,BCR,MAPT,CCK,PTMA,MCRS1,DCUN1D3,H2AFX,TMEM120B,HMGB1,PPIA,WDR5,IPO4,SPTSSB,MMP1,PDLIM7,FLNA,HIST1H4C,ARRDC1,MRPL21,RPF2,ATAD3A,HIST1H2BK,MRPL42,MAK16,SVIP,TFDP1,ARC,MT-ND6,MT-ND2,CNOT7,PRMT6,SMG5,CENPW,AKT1S1,MZT1,E2F4,ATP10A,MLLT11,PEX26,PAM16,FANCG,STMND1,GPX1,RBM14,MIF,ARPC1A,MRPL20,STRC,MRPS6,ETV5,CHCHD10,MPV17L2,APOPT1,MRPL12,TAF9,PIP4K2B,MYO19"
GO:0044085,1,True,1.99e-09,3105,1162,276,0.238,0.089,GO:0044085,BP,185,    cellular component biogenesis,2,"FKBP4,HCCS,CIAPIN1,RPUSD1,TSR3,WIZ,CCDC88C,BID,STRAP,RPL26L1,NOP16,MRTO4,TRAPPC3,PKP2,NDC1,ELAVL1,RRP15,NAV3,CBFB,WDR1,TRIP13,HSD17B10,BCS1L,TIMM21,ACTB,EXOSC5,UBE2K,GNB1,SAR1A,ATP8B1,CTTN,TMED2,MTMR2,AURKA,KIF9,FKBP1A,DYNLL1,PXN,FXYD5,BIRC5,SORBS1,PSMD8,PPM1F,NHP2L1,CENPM,PLEK2,EIF5,MYBL2,NOP56,ACD,STUB1,EIF3J,OIP5,ERI1,PPP6R1,POP4,FBL,LSR,EXOSC3,NPM3,BCCIP,DKK1,UBE2S,RAD51C,KPNB1,PFN1,C1QBP,YWHAE,TMEM33,PPP6R3,PRPF19,PANX1,NDUFS8,PSMD9,CORO1C,TBC1D30,SRSF9,GMNN,SUB1,H2AFY,CENPA,NDUFS7,HTRA2,SDC1,FARSB,ALMS1,MFN2,EBNA1BP2,CDC20,ITGB1BP1,RAD23B,SET,HELLS,CENPL,TCP1,PAPD5,IAPP,GTF3A,ATF1,CDK2,C12ORF44,NDUFAF4,AGO2,SRSF6,RRP36,SNRPC,AARS2,RPS10,CLPP,SNRPB,MKKS,NCLN,MAX,XRCC3,EMC6,FLNC,NSUN5,TAF4,ADRM1,DKC1,TUBG1,RPL27,GCH1,DNAJB1,RAN,H3F3B,VPS4A,MTSS1L,POMP,WDR74,COX16,SMPD2,MPHOSPH6,RAC1,SRSF1,TRA2B,IMP4,RPL35,ARPC5L,HMGA1,ATAT1,PREB,COX17,BBS7,SEPT11,SNRPF,RB1,DENR,CUL4A,GTF2A2,CRTC3,DEF8,WRAP53,WDR45B,CBLN2,TXNL4A,EPHA2,ZNF593,PLK4,ISG20L2,ARF1,SNRPG,POLR2D,ATG3,LYAR,NDUFS6,C1QTNF2,NHP2,ABT1,MTDH,NDUFB9,SIGMAR1,REXO4,PDCD11,IMMP1L,TMEM138,CPSF7,HMGA2,MPP7,CENPU,HOMER1,SRP19,ACMSD,ASAP1,USP16,MIS18A,ZYX,VMA21,TRAPPC10,VAV2,DMKN,SENP3,PEF1,ARPC2,NDUFAF2,YWHAZ,FXN,NOL6,STOML2,ARF6,DDX21,CENPN,CENPV,PLK1,SNRPD1,CHAF1A,TSR1,MIS12,SDHAF2,CTNNB1,FADD,MLKL,LETM1,ARL13B,YWHAG,PA2G4,LSM3,HAS2,LRRC8C,PPIH,RPL38,TRMT112,MRPL11,HRAS,NDUFA11,UBE2C,DDIT3,FOSL1,GRIN1,IMP3,EXOSC4,AURKB,RRS1,PTPN11,DCTPP1,RCC1,MCFD2,COA4,MRPS11,SNRPE,NOP10,RUVBL2,PSMG1,IRAK1,NDUFA13,INSIG1,NF2,MAPT,CCK,H2AFX,TMEM120B,HMGB1,WDR5,IPO4,MMP1,FLNA,HIST1H4C,ARRDC1,RPF2,HIST1H2BK,MAK16,SVIP,ARC,MT-ND6,MT-ND2,CNOT7,CENPW,MZT1,E2F4,RBM14,MIF,ARPC1A,MRPL20,MPV17L2,TAF9,PIP4K2B"
GO:0022613,1,True,2.12e-13,436,1162,75,0.065,0.172,GO:0022613,BP,185,     ribonucleoprotein complex biogenesis,3,"RPUSD1,TSR3,STRAP,RPL26L1,NOP16,MRTO4,RRP15,EXOSC5,NHP2L1,EIF5,NOP56,EIF3J,ERI1,POP4,FBL,EXOSC3,NPM3,C1QBP,PRPF19,SRSF9,EBNA1BP2,PAPD5,GTF3A,AGO2,SRSF6,RRP36,SNRPC,RPS10,SNRPB,NSUN5,DKC1,RPL27,RAN,WDR74,MPHOSPH6,SRSF1,IMP4,RPL35,SNRPF,DENR,TXNL4A,ZNF593,ISG20L2,SNRPG,POLR2D,LYAR,NHP2,ABT1,REXO4,PDCD11,CPSF7,SENP3,NOL6,DDX21,SNRPD1,TSR1,PA2G4,LSM3,RPL38,TRMT112,MRPL11,IMP3,EXOSC4,RRS1,MRPS11,SNRPE,NOP10,RUVBL2,MAPT,RPF2,MAK16,CNOT7,MRPL20,MPV17L2,TAF9"
GO:0042254,1,True,7.09e-10,281,1162,52,0.045,0.185,GO:0042254,BP,185,      ribosome biogenesis,4,"RPUSD1,TSR3,RPL26L1,NOP16,MRTO4,RRP15,EXOSC5,NHP2L1,NOP56,ERI1,POP4,FBL,EXOSC3,NPM3,C1QBP,EBNA1BP2,PAPD5,GTF3A,RRP36,RPS10,NSUN5,DKC1,RPL27,RAN,WDR74,MPHOSPH6,IMP4,RPL35,ZNF593,ISG20L2,LYAR,NHP2,ABT1,REXO4,PDCD11,SENP3,NOL6,DDX21,TSR1,PA2G4,RPL38,TRMT112,MRPL11,IMP3,EXOSC4,RRS1,MRPS11,NOP10,RPF2,MAK16,MRPL20,MPV17L2"
GO:0042273,1,True,0.0089,70,1162,16,0.014,0.229,GO:0042273,BP,185,      ribosomal large subunit biogenesis,4,"RPL26L1,NOP16,MRTO4,RRP15,NHP2L1,EBNA1BP2,GTF3A,WDR74,RPL35,NHP2,RPL38,MRPL11,RRS1,RPF2,MAK16,MRPL20"
